*** New Session***
30/10/2017 14:58:38
Product Name: hr sensor
1143309578 : Tx: [80][FF][FF][FF][5F][F4][E3][48]
1143309828 : Tx: [80][FF][FF][FF][B4][F7][E4][48]
1143310078 : Tx: [00][FF][FF][FF][B4][F7][E4][48]
1143310312 : Tx: [00][FF][FF][FF][B4][F7][E4][48]
1143310562 : Tx: [00][FF][FF][FF][09][FB][E5][48]
1143310812 : Tx: [00][FF][FF][FF][09][FB][E5][48]
1143311062 : Tx: [80][FF][FF][FF][09][FB][E5][48]
1143311296 : Tx: [80][FF][FF][FF][09][FB][E5][48]
1143311546 : Tx: [80][FF][FF][FF][5E][FE][E6][48]
1143311796 : Tx: [80][FF][FF][FF][5E][FE][E6][48]
1143312046 : Tx: [01][60][00][00][5E][FE][E6][48]
1143312281 : Tx: [01][60][00][00][B3][01][E7][48]
1143312531 : Tx: [01][60][00][00][B3][01][E7][48]
1143312781 : Tx: [01][60][00][00][B3][01][E7][48]
1143313031 : Tx: [80][FF][FF][FF][08][05][E8][48]
1143313265 : Tx: [80][FF][FF][FF][08][05][E8][48]
1143313515 : Tx: [80][FF][FF][FF][08][05][E8][48]
1143313765 : Tx: [80][FF][FF][FF][08][05][E8][48]
1143314015 : Tx: [00][FF][FF][FF][5D][08][E9][48]
1143314250 : Tx: [00][FF][FF][FF][5D][08][E9][48]
1143314500 : Tx: [00][FF][FF][FF][5D][08][E9][48]
1143314750 : Tx: [00][FF][FF][FF][B2][0B][EA][48]
1143315000 : Tx: [80][FF][FF][FF][B2][0B][EA][48]
1143315250 : Tx: [80][FF][FF][FF][B2][0B][EA][48]
1143315484 : Tx: [80][FF][FF][FF][07][0F][EB][48]
1143315734 : Tx: [80][FF][FF][FF][07][0F][EB][48]
1143315984 : Tx: [00][FF][FF][FF][07][0F][EB][48]
1143316234 : Tx: [00][FF][FF][FF][07][0F][EB][48]
1143316468 : Tx: [00][FF][FF][FF][5C][12][EC][48]
1143316718 : Tx: [00][FF][FF][FF][5C][12][EC][48]
1143316968 : Tx: [80][FF][FF][FF][5C][12][EC][48]
1143317218 : Tx: [80][FF][FF][FF][B1][15][ED][48]
1143317453 : Tx: [80][FF][FF][FF][B1][15][ED][48]
1143317703 : Tx: [80][FF][FF][FF][B1][15][ED][48]
1143317953 : Tx: [00][FF][FF][FF][B1][15][ED][48]
1143318203 : Tx: [00][FF][FF][FF][06][19][EE][48]
1143318437 : Tx: [00][FF][FF][FF][06][19][EE][48]
1143318687 : Tx: [00][FF][FF][FF][06][19][EE][48]
1143318937 : Tx: [80][FF][FF][FF][5B][1C][EF][48]
1143319187 : Tx: [80][FF][FF][FF][5B][1C][EF][48]
1143319437 : Tx: [80][FF][FF][FF][5B][1C][EF][48]
1143319671 : Tx: [80][FF][FF][FF][B0][1F][F0][48]
1143319921 : Tx: [00][FF][FF][FF][B0][1F][F0][48]
1143320171 : Tx: [00][FF][FF][FF][B0][1F][F0][48]
1143320421 : Tx: [00][FF][FF][FF][B0][1F][F0][48]
1143320656 : Tx: [00][FF][FF][FF][05][23][F1][48]
1143320906 : Tx: [80][FF][FF][FF][05][23][F1][48]
1143321156 : Tx: [80][FF][FF][FF][05][23][F1][48]
1143321406 : Tx: [80][FF][FF][FF][5A][26][F2][48]
1143321640 : Tx: [80][FF][FF][FF][5A][26][F2][48]
1143321890 : Tx: [00][FF][FF][FF][5A][26][F2][48]
1143322140 : Tx: [00][FF][FF][FF][5A][26][F2][48]
1143322390 : Tx: [00][FF][FF][FF][AF][29][F3][48]
1143322625 : Tx: [00][FF][FF][FF][AF][29][F3][48]
1143322875 : Tx: [80][FF][FF][FF][AF][29][F3][48]
1143323125 : Tx: [80][FF][FF][FF][04][2D][F4][48]
1143323375 : Tx: [80][FF][FF][FF][04][2D][F4][48]
1143323609 : Tx: [80][FF][FF][FF][04][2D][F4][48]
1143323859 : Tx: [00][FF][FF][FF][59][30][F5][48]
1143324109 : Tx: [00][FF][FF][FF][59][30][F5][48]
1143324359 : Tx: [00][FF][FF][FF][59][30][F5][48]
1143324593 : Tx: [00][FF][FF][FF][59][30][F5][48]
1143324843 : Tx: [80][FF][FF][FF][AE][33][F6][48]
1143325093 : Tx: [80][FF][FF][FF][AE][33][F6][48]
1143325343 : Tx: [80][FF][FF][FF][AE][33][F6][48]
1143325578 : Tx: [80][FF][FF][FF][03][37][F7][48]
1143325828 : Tx: [00][FF][FF][FF][03][37][F7][48]
1143326078 : Tx: [00][FF][FF][FF][03][37][F7][48]
1143326328 : Tx: [00][FF][FF][FF][58][3A][F8][48]
1143326578 : Tx: [00][FF][FF][FF][58][3A][F8][48]
1143326812 : Tx: [80][FF][FF][FF][58][3A][F8][48]
1143327062 : Tx: [80][FF][FF][FF][58][3A][F8][48]
1143327312 : Tx: [80][FF][FF][FF][AD][3D][F9][48]
1143327562 : Tx: [80][FF][FF][FF][AD][3D][F9][48]
1143327796 : Tx: [00][FF][FF][FF][AD][3D][F9][48]
1143328046 : Tx: [06][FF][00][00][02][41][FA][48]
1143328296 : Tx: [06][FF][00][00][02][41][FA][48]
1143328546 : Tx: [06][FF][00][00][02][41][FA][48]
1143328781 : Tx: [86][FF][00][00][02][41][FA][48]
1143329031 : Tx: [80][FF][FF][FF][57][44][FB][48]
1143329281 : Tx: [80][FF][FF][FF][57][44][FB][48]
1143329531 : Tx: [80][FF][FF][FF][57][44][FB][48]
1143329765 : Tx: [00][FF][FF][FF][AC][47][FC][48]
1143330015 : Tx: [00][FF][FF][FF][AC][47][FC][48]
1143330265 : Tx: [00][FF][FF][FF][AC][47][FC][48]
1143330515 : Tx: [00][FF][FF][FF][01][4B][FD][48]
1143330750 : Tx: [80][FF][FF][FF][01][4B][FD][48]
1143331000 : Tx: [80][FF][FF][FF][01][4B][FD][48]
1143331250 : Tx: [80][FF][FF][FF][01][4B][FD][48]
1143331500 : Tx: [80][FF][FF][FF][56][4E][FE][48]
1143331750 : Tx: [00][FF][FF][FF][56][4E][FE][48]
1143331984 : Tx: [00][FF][FF][FF][56][4E][FE][48]
1143332234 : Tx: [00][FF][FF][FF][AB][51][FF][48]
1143332484 : Tx: [00][FF][FF][FF][AB][51][FF][48]
1143332734 : Tx: [80][FF][FF][FF][AB][51][FF][48]
1143332968 : Tx: [80][FF][FF][FF][AB][51][FF][48]
1143333218 : Tx: [80][FF][FF][FF][00][55][00][48]
1143333468 : Tx: [80][FF][FF][FF][00][55][00][48]
1143333718 : Tx: [00][FF][FF][FF][00][55][00][48]
1143333953 : Tx: [00][FF][FF][FF][55][58][01][48]
1143334203 : Tx: [00][FF][FF][FF][55][58][01][48]
1143334453 : Tx: [00][FF][FF][FF][55][58][01][48]
1143334703 : Tx: [80][FF][FF][FF][AA][5B][02][48]
1143334937 : Tx: [80][FF][FF][FF][AA][5B][02][48]
1143335187 : Tx: [80][FF][FF][FF][AA][5B][02][48]
1143335437 : Tx: [80][FF][FF][FF][AA][5B][02][48]
1143335687 : Tx: [00][FF][FF][FF][FF][5E][03][48]
1143335921 : Tx: [00][FF][FF][FF][FF][5E][03][48]
1143336171 : Tx: [00][FF][FF][FF][FF][5E][03][48]
1143336421 : Tx: [00][FF][FF][FF][54][62][04][48]
1143336671 : Tx: [80][FF][FF][FF][54][62][04][48]
1143336906 : Tx: [80][FF][FF][FF][54][62][04][48]
1143337156 : Tx: [80][FF][FF][FF][A9][65][05][48]
1143337406 : Tx: [80][FF][FF][FF][A9][65][05][48]
1143337656 : Tx: [00][FF][FF][FF][A9][65][05][48]
1143337906 : Tx: [00][FF][FF][FF][A9][65][05][48]
1143338140 : Tx: [00][FF][FF][FF][FE][68][06][48]
1143338390 : Tx: [00][FF][FF][FF][FE][68][06][48]
1143338640 : Tx: [80][FF][FF][FF][FE][68][06][48]
1143338890 : Tx: [80][FF][FF][FF][53][6C][07][48]
1143339125 : Tx: [80][FF][FF][FF][53][6C][07][48]
1143339375 : Tx: [80][FF][FF][FF][53][6C][07][48]
1143339625 : Tx: [00][FF][FF][FF][53][6C][07][48]
1143339875 : Tx: [00][FF][FF][FF][A8][6F][08][48]
1143340109 : Tx: [00][FF][FF][FF][A8][6F][08][48]
1143340359 : Tx: [00][FF][FF][FF][A8][6F][08][48]
1143340609 : Tx: [80][FF][FF][FF][FD][72][09][48]
1143340859 : Tx: [80][FF][FF][FF][FD][72][09][48]
1143341093 : Tx: [80][FF][FF][FF][FD][72][09][48]
1143341343 : Tx: [80][FF][FF][FF][52][76][0A][48]
1143341593 : Tx: [00][FF][FF][FF][52][76][0A][48]
1143341843 : Tx: [00][FF][FF][FF][52][76][0A][48]
1143342078 : Tx: [00][FF][FF][FF][52][76][0A][48]
1143342328 : Tx: [00][FF][FF][FF][A7][79][0B][48]
1143342578 : Tx: [80][FF][FF][FF][A7][79][0B][48]
1143342828 : Tx: [80][FF][FF][FF][A7][79][0B][48]
1143343078 : Tx: [80][FF][FF][FF][FC][7C][0C][48]
1143343312 : Tx: [80][FF][FF][FF][FC][7C][0C][48]
1143343562 : Tx: [00][FF][FF][FF][FC][7C][0C][48]
1143343812 : Tx: [00][FF][FF][FF][51][80][0D][48]
1143344062 : Tx: [07][64][55][13][51][80][0D][48]
1143344296 : Tx: [07][64][55][13][51][80][0D][48]
1143344546 : Tx: [87][64][55][13][51][80][0D][48]
1143344796 : Tx: [87][64][55][13][A6][83][0E][48]
1143345046 : Tx: [80][FF][FF][FF][A6][83][0E][48]
1143345281 : Tx: [80][FF][FF][FF][A6][83][0E][48]
1143345531 : Tx: [00][FF][FF][FF][FB][86][0F][48]
1143345781 : Tx: [00][FF][FF][FF][FB][86][0F][48]
1143346031 : Tx: [00][FF][FF][FF][FB][86][0F][48]
1143346265 : Tx: [00][FF][FF][FF][FB][86][0F][48]
1143346515 : Tx: [80][FF][FF][FF][50][8A][10][48]
1143346765 : Tx: [80][FF][FF][FF][50][8A][10][48]
1143347015 : Tx: [80][FF][FF][FF][50][8A][10][48]
1143347250 : Tx: [80][FF][FF][FF][A5][8D][11][48]
1143347500 : Tx: [00][FF][FF][FF][A5][8D][11][48]
1143347750 : Tx: [00][FF][FF][FF][A5][8D][11][48]
1143348000 : Tx: [00][FF][FF][FF][FA][90][12][48]
1143348234 : Tx: [00][FF][FF][FF][FA][90][12][48]
1143348484 : Tx: [80][FF][FF][FF][FA][90][12][48]
1143348734 : Tx: [80][FF][FF][FF][FA][90][12][48]
1143348984 : Tx: [80][FF][FF][FF][4F][94][13][48]
1143349234 : Tx: [80][FF][FF][FF][4F][94][13][48]
1143349468 : Tx: [00][FF][FF][FF][4F][94][13][48]
1143349718 : Tx: [00][FF][FF][FF][A4][97][14][48]
1143349968 : Tx: [00][FF][FF][FF][A4][97][14][48]
1143350203 : Tx: [00][FF][FF][FF][A4][97][14][48]
1143350453 : Tx: [80][FF][FF][FF][A4][97][14][48]
1143350703 : Tx: [80][FF][FF][FF][F9][9A][15][48]
1143350953 : Tx: [80][FF][FF][FF][F9][9A][15][48]
1143351203 : Tx: [80][FF][FF][FF][F9][9A][15][48]
1143351437 : Tx: [00][FF][FF][FF][4E][9E][16][48]
1143351687 : Tx: [00][FF][FF][FF][4E][9E][16][48]
1143351937 : Tx: [00][FF][FF][FF][4E][9E][16][48]
1143352187 : Tx: [00][FF][FF][FF][A3][A1][17][48]
1143352421 : Tx: [80][FF][FF][FF][A3][A1][17][48]
1143352671 : Tx: [80][FF][FF][FF][A3][A1][17][48]
1143352921 : Tx: [80][FF][FF][FF][A3][A1][17][48]
1143353171 : Tx: [80][FF][FF][FF][F8][A4][18][48]
1143353406 : Tx: [00][FF][FF][FF][F8][A4][18][48]
1143353656 : Tx: [00][FF][FF][FF][F8][A4][18][48]
1143353906 : Tx: [00][FF][FF][FF][4D][A8][19][48]
1143354156 : Tx: [00][FF][FF][FF][4D][A8][19][48]
1143354390 : Tx: [80][FF][FF][FF][4D][A8][19][48]
1143354640 : Tx: [80][FF][FF][FF][A2][AB][1A][48]
1143354890 : Tx: [80][FF][FF][FF][A2][AB][1A][48]
1143355140 : Tx: [80][FF][FF][FF][A2][AB][1A][48]
1143355375 : Tx: [00][FF][FF][FF][A2][AB][1A][48]
1143355625 : Tx: [00][FF][FF][FF][F7][AE][1B][48]
1143355875 : Tx: [00][FF][FF][FF][F7][AE][1B][48]
1143356125 : Tx: [00][FF][FF][FF][F7][AE][1B][48]
1143356359 : Tx: [80][FF][FF][FF][4C][B2][1C][48]
1143356609 : Tx: [80][FF][FF][FF][4C][B2][1C][48]
1143356859 : Tx: [80][FF][FF][FF][4C][B2][1C][48]
1143357109 : Tx: [80][FF][FF][FF][4C][B2][1C][48]
1143357359 : Tx: [00][FF][FF][FF][A1][B5][1D][48]
1143357593 : Tx: [00][FF][FF][FF][A1][B5][1D][48]
1143357843 : Tx: [00][FF][FF][FF][A1][B5][1D][48]
1143358093 : Tx: [00][FF][FF][FF][F6][B8][1E][48]
1143358343 : Tx: [80][FF][FF][FF][F6][B8][1E][48]
1143358578 : Tx: [80][FF][FF][FF][F6][B8][1E][48]
1143358828 : Tx: [80][FF][FF][FF][4B][BC][1F][48]
1143359078 : Tx: [80][FF][FF][FF][4B][BC][1F][48]
1143359328 : Tx: [00][FF][FF][FF][4B][BC][1F][48]
1143359562 : Tx: [00][FF][FF][FF][4B][BC][1F][48]
1143359812 : Tx: [00][FF][FF][FF][A0][BF][20][48]
1143360062 : Tx: [02][0F][01][00][A0][BF][20][48]
1143360312 : Tx: [82][0F][01][00][A0][BF][20][48]
1143360546 : Tx: [82][0F][01][00][F5][C2][21][48]
1143360796 : Tx: [82][0F][01][00][F5][C2][21][48]
1143361046 : Tx: [80][FF][FF][FF][F5][C2][21][48]
1143361296 : Tx: [00][FF][FF][FF][F5][C2][21][48]
1143361531 : Tx: [00][FF][FF][FF][4A][C6][22][48]
1143361781 : Tx: [00][FF][FF][FF][4A][C6][22][48]
1143362031 : Tx: [00][FF][FF][FF][4A][C6][22][48]
1143362281 : Tx: [80][FF][FF][FF][9F][C9][23][48]
1143362515 : Tx: [80][FF][FF][FF][9F][C9][23][48]
1143362765 : Tx: [80][FF][FF][FF][9F][C9][23][48]
1143363015 : Tx: [80][FF][FF][FF][F4][CC][24][48]
1143363265 : Tx: [00][FF][FF][FF][F4][CC][24][48]
1143363500 : Tx: [00][FF][FF][FF][F4][CC][24][48]
1143363750 : Tx: [00][FF][FF][FF][F4][CC][24][48]
1143364000 : Tx: [00][FF][FF][FF][49][D0][25][48]
1143364250 : Tx: [80][FF][FF][FF][49][D0][25][48]
1143364500 : Tx: [80][FF][FF][FF][49][D0][25][48]
1143364734 : Tx: [80][FF][FF][FF][9E][D3][26][48]
1143364984 : Tx: [80][FF][FF][FF][9E][D3][26][48]
1143365234 : Tx: [00][FF][FF][FF][9E][D3][26][48]
1143365484 : Tx: [00][FF][FF][FF][F3][D6][27][48]
1143365718 : Tx: [00][FF][FF][FF][F3][D6][27][48]
1143365968 : Tx: [00][FF][FF][FF][F3][D6][27][48]
1143366218 : Tx: [80][FF][FF][FF][F3][D6][27][48]
1143366468 : Tx: [80][FF][FF][FF][48][DA][28][48]
1143366703 : Tx: [80][FF][FF][FF][48][DA][28][48]
1143366953 : Tx: [80][FF][FF][FF][48][DA][28][48]
1143367203 : Tx: [00][FF][FF][FF][9D][DD][29][48]
1143367453 : Tx: [00][FF][FF][FF][9D][DD][29][48]
1143367687 : Tx: [00][FF][FF][FF][9D][DD][29][48]
1143367937 : Tx: [00][FF][FF][FF][9D][DD][29][48]
1143368187 : Tx: [80][FF][FF][FF][F2][E0][2A][48]
1143368437 : Tx: [80][FF][FF][FF][F2][E0][2A][48]
1143368671 : Tx: [80][FF][FF][FF][F2][E0][2A][48]
1143368921 : Tx: [80][FF][FF][FF][47][E4][2B][48]
1143369171 : Tx: [00][FF][FF][FF][47][E4][2B][48]
1143369421 : Tx: [00][FF][FF][FF][47][E4][2B][48]
1143369656 : Tx: [00][FF][FF][FF][9C][E7][2C][48]
1143369906 : Tx: [00][FF][FF][FF][9C][E7][2C][48]
1143370156 : Tx: [80][FF][FF][FF][9C][E7][2C][48]
1143370406 : Tx: [80][FF][FF][FF][9C][E7][2C][48]
1143370640 : Tx: [80][FF][FF][FF][F1][EA][2D][48]
1143370890 : Tx: [80][FF][FF][FF][F1][EA][2D][48]
1143371140 : Tx: [00][FF][FF][FF][F1][EA][2D][48]
1143371390 : Tx: [00][FF][FF][FF][46][EE][2E][48]
1143371625 : Tx: [00][FF][FF][FF][46][EE][2E][48]
1143371875 : Tx: [00][FF][FF][FF][46][EE][2E][48]
1143372125 : Tx: [80][FF][FF][FF][9B][F1][2F][48]
1143372375 : Tx: [80][FF][FF][FF][9B][F1][2F][48]
1143372625 : Tx: [80][FF][FF][FF][9B][F1][2F][48]
1143372859 : Tx: [80][FF][FF][FF][9B][F1][2F][48]
1143373109 : Tx: [00][FF][FF][FF][F0][F4][30][48]
1143373359 : Tx: [00][FF][FF][FF][F0][F4][30][48]
1143373609 : Tx: [00][FF][FF][FF][F0][F4][30][48]
1143373843 : Tx: [00][FF][FF][FF][45][F8][31][48]
1143374093 : Tx: [80][FF][FF][FF][45][F8][31][48]
1143374343 : Tx: [80][FF][FF][FF][45][F8][31][48]
1143374593 : Tx: [80][FF][FF][FF][45][F8][31][48]
1143374828 : Tx: [80][FF][FF][FF][9A][FB][32][48]
1143375078 : Tx: [00][FF][FF][FF][9A][FB][32][48]
1143375328 : Tx: [00][FF][FF][FF][9A][FB][32][48]
1143375578 : Tx: [00][FF][FF][FF][EF][FE][33][48]
1143375812 : Tx: [00][FF][FF][FF][EF][FE][33][48]
1143376062 : Tx: [83][01][01][33][EF][FE][33][48]
1143376312 : Tx: [83][01][01][33][44][02][34][48]
1143376562 : Tx: [83][01][01][33][44][02][34][48]
1143376796 : Tx: [83][01][01][33][44][02][34][48]
1143377046 : Tx: [00][FF][FF][FF][44][02][34][48]
1143377296 : Tx: [00][FF][FF][FF][99][05][35][48]
1143377546 : Tx: [00][FF][FF][FF][99][05][35][48]
1143377781 : Tx: [00][FF][FF][FF][99][05][35][48]
1143378031 : Tx: [80][FF][FF][FF][EE][08][36][48]
1143378281 : Tx: [80][FF][FF][FF][EE][08][36][48]
1143378531 : Tx: [80][FF][FF][FF][EE][08][36][48]
1143378781 : Tx: [80][FF][FF][FF][EE][08][36][48]
1143379015 : Tx: [00][FF][FF][FF][43][0C][37][48]
1143379265 : Tx: [00][FF][FF][FF][43][0C][37][48]
1143379515 : Tx: [00][FF][FF][FF][43][0C][37][48]
1143379765 : Tx: [00][FF][FF][FF][98][0F][38][48]
1143380000 : Tx: [80][FF][FF][FF][98][0F][38][48]
1143380250 : Tx: [80][FF][FF][FF][98][0F][38][48]
1143380500 : Tx: [80][FF][FF][FF][ED][12][39][48]
1143380750 : Tx: [80][FF][FF][FF][ED][12][39][48]
1143380984 : Tx: [00][FF][FF][FF][ED][12][39][48]
1143381234 : Tx: [00][FF][FF][FF][ED][12][39][48]
1143381484 : Tx: [00][FF][FF][FF][42][16][3A][48]
1143381734 : Tx: [00][FF][FF][FF][42][16][3A][48]
1143381968 : Tx: [80][FF][FF][FF][42][16][3A][48]
1143382218 : Tx: [80][FF][FF][FF][97][19][3B][48]
1143382468 : Tx: [80][FF][FF][FF][97][19][3B][48]
1143382718 : Tx: [80][FF][FF][FF][97][19][3B][48]
1143382953 : Tx: [00][FF][FF][FF][EC][1C][3C][48]
1143383203 : Tx: [00][FF][FF][FF][EC][1C][3C][48]
1143383453 : Tx: [00][FF][FF][FF][EC][1C][3C][48]
1143383703 : Tx: [00][FF][FF][FF][EC][1C][3C][48]
1143383937 : Tx: [80][FF][FF][FF][41][20][3D][48]
1143384187 : Tx: [80][FF][FF][FF][41][20][3D][48]
1143384437 : Tx: [80][FF][FF][FF][41][20][3D][48]
1143384687 : Tx: [80][FF][FF][FF][96][23][3E][48]
1143384921 : Tx: [00][FF][FF][FF][96][23][3E][48]
1143385171 : Tx: [00][FF][FF][FF][96][23][3E][48]
1143385421 : Tx: [00][FF][FF][FF][96][23][3E][48]
1143385671 : Tx: [00][FF][FF][FF][EB][26][3F][48]
1143385921 : Tx: [80][FF][FF][FF][EB][26][3F][48]
1143386156 : Tx: [80][FF][FF][FF][EB][26][3F][48]
1143386406 : Tx: [80][FF][FF][FF][40][2A][40][48]
1143386656 : Tx: [80][FF][FF][FF][40][2A][40][48]
1143386906 : Tx: [00][FF][FF][FF][40][2A][40][48]
1143387140 : Tx: [00][FF][FF][FF][95][2D][41][48]
1143387390 : Tx: [00][FF][FF][FF][95][2D][41][48]
1143387640 : Tx: [00][FF][FF][FF][95][2D][41][48]
1143387890 : Tx: [80][FF][FF][FF][95][2D][41][48]
1143388125 : Tx: [80][FF][FF][FF][EA][30][42][48]
1143388375 : Tx: [80][FF][FF][FF][EA][30][42][48]
1143388625 : Tx: [80][FF][FF][FF][EA][30][42][48]
1143388875 : Tx: [00][FF][FF][FF][3F][34][43][48]
1143389109 : Tx: [00][FF][FF][FF][3F][34][43][48]
1143389359 : Tx: [00][FF][FF][FF][3F][34][43][48]
1143389609 : Tx: [00][FF][FF][FF][3F][34][43][48]
1143389859 : Tx: [80][FF][FF][FF][94][37][44][48]
1143390093 : Tx: [80][FF][FF][FF][94][37][44][48]
1143390343 : Tx: [80][FF][FF][FF][94][37][44][48]
1143390593 : Tx: [80][FF][FF][FF][E9][3A][45][48]
1143390843 : Tx: [00][FF][FF][FF][E9][3A][45][48]
1143391078 : Tx: [00][FF][FF][FF][E9][3A][45][48]
1143391328 : Tx: [00][FF][FF][FF][3E][3E][46][48]
1143391578 : Tx: [00][FF][FF][FF][3E][3E][46][48]
1143391828 : Tx: [80][FF][FF][FF][3E][3E][46][48]
1143392078 : Tx: [81][88][00][00][3E][3E][46][48]
1143392312 : Tx: [81][88][00][00][93][41][47][48]
1143392562 : Tx: [81][88][00][00][93][41][47][48]
1143392812 : Tx: [01][88][00][00][93][41][47][48]
1143393062 : Tx: [00][FF][FF][FF][E8][44][48][48]
1143393296 : Tx: [00][FF][FF][FF][E8][44][48][48]
1143393546 : Tx: [00][FF][FF][FF][E8][44][48][48]
1143393796 : Tx: [80][FF][FF][FF][3D][48][49][48]
1143394046 : Tx: [80][FF][FF][FF][3D][48][49][48]
1143394281 : Tx: [80][FF][FF][FF][3D][48][49][48]
1143394531 : Tx: [80][FF][FF][FF][3D][48][49][48]
1143394781 : Tx: [00][FF][FF][FF][92][4B][4A][48]
1143395031 : Tx: [00][FF][FF][FF][92][4B][4A][48]
1143395265 : Tx: [00][FF][FF][FF][92][4B][4A][48]
1143395562 : Tx: [00][FF][FF][FF][E7][4E][4B][48]
1143395765 : Tx: [80][FF][FF][FF][E7][4E][4B][48]
1143396015 : Tx: [80][FF][FF][FF][E7][4E][4B][48]
1143396265 : Tx: [80][FF][FF][FF][E7][4E][4B][48]
1143396500 : Tx: [80][FF][FF][FF][3C][52][4C][48]
1143396781 : Tx: [00][FF][FF][FF][3C][52][4C][48]
1143397062 : Tx: [00][FF][FF][FF][3C][52][4C][48]
1143397250 : Tx: [00][FF][FF][FF][91][55][4D][48]
1143397500 : Tx: [00][FF][FF][FF][91][55][4D][48]
1143397734 : Tx: [80][FF][FF][FF][91][55][4D][48]
1143397984 : Tx: [80][FF][FF][FF][E6][58][4E][48]
1143398234 : Tx: [80][FF][FF][FF][E6][58][4E][48]
1143398500 : Tx: [80][FF][FF][FF][E6][58][4E][48]
1143398734 : Tx: [00][FF][FF][FF][E6][58][4E][48]
1143398968 : Tx: [00][FF][FF][FF][3B][5C][4F][48]
1143399218 : Tx: [00][FF][FF][FF][3B][5C][4F][48]
1143399468 : Tx: [00][FF][FF][FF][3B][5C][4F][48]
1143399734 : Tx: [80][FF][FF][FF][90][5F][50][48]
1143399984 : Tx: [80][FF][FF][FF][90][5F][50][48]
1143400203 : Tx: [80][FF][FF][FF][90][5F][50][48]
1143400437 : Tx: [80][FF][FF][FF][90][5F][50][48]
1143400703 : Tx: [00][FF][FF][FF][E5][62][51][48]
1143400937 : Tx: [00][FF][FF][FF][E5][62][51][48]
1143401187 : Tx: [00][FF][FF][FF][E5][62][51][48]
1143401421 : Tx: [00][FF][FF][FF][3A][66][52][48]
1143401671 : Tx: [80][FF][FF][FF][3A][66][52][48]
1143401921 : Tx: [80][FF][FF][FF][3A][66][52][48]
1143402171 : Tx: [80][FF][FF][FF][8F][69][53][48]
1143402406 : Tx: [80][FF][FF][FF][8F][69][53][48]
1143402656 : Tx: [00][FF][FF][FF][8F][69][53][48]
1143402953 : Tx: [00][FF][FF][FF][8F][69][53][48]
1143403156 : Tx: [00][FF][FF][FF][E4][6C][54][48]
1143403390 : Tx: [00][FF][FF][FF][E4][6C][54][48]
1143403640 : Tx: [80][FF][FF][FF][E4][6C][5
